Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2018-12-06T23:16:30+0000,Experts across an array of disciplines are meeting in New Orleans at the Cities for Tomorrow conference hosted by The New York Times and the NOLA Media Group.,Experts across an array of disciplines are meeting in New Orleans at the Cities for Tomorrow conference hosted by The New York Times and the NOLA Media Group.,Exploring the Future of Our Cities,Exploring the Future of Our Cities,
2018-03-29T15:05:37+0000,Erika Verzutti’s sculptures in the show “Ex Gurus”; Robert Bechtle’s charcoal drawings; and Fia Backström’s riffs on a Nobel laureate’s space epic.,Erika Verzutti’s sculptures in the show “Ex Gurus”; Robert Bechtle’s charcoal drawings; and Fia Backström’s riffs on a Nobel laureate’s space epic.,What to See in New York Art Galleries This Week,Galleries,
2018-03-28T17:58:16+0000,"The movie, based on Ernest Cline’s best-selling novel, is set in a dystopian future where a virtual video-game reality reigns, and pop-culture callbacks are legion.","The movie, based on Ernest Cline’s best-selling novel, is set in a dystopian future where a virtual video-game reality reigns, and pop-culture callbacks are legion.",Review: Spielberg’s ‘Ready Player One’ Plays the Nostalgia Game,"Nerd’s Paradise, via Spielberg",
2018-04-16T23:31:10+0000,"He and a partner created a flourishing fast-food chain only to sell it, for what proved to be a bargain price, just as the industry was about to soar.","He and a partner created a flourishing fast-food chain only to sell it, for what proved to be a bargain price, just as the industry was about to soar.","David Edgerton, a Founder of Burger King, Is Dead at 90","David Edgerton, 90, a Burger King Founder Who Sold His Stake for a Bargain, Dies",
2018-07-02T09:00:13+0000,"The so-called Buffalo Billion, Gov. Andrew M. Cuomo’s most prominent economic development project, has met few of its job-creation targets.","The so-called Buffalo Billion, Gov. Andrew M. Cuomo’s most prominent economic development project, has met few of its job-creation targets.",Cuomo’s ‘Buffalo Billion’: Is New York Getting Its Money’s Worth?,"Six Years Later, Cuomo’s ‘Buffalo Billion’ Project Yields Uneven Results",
2019-03-03T05:30:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-10-31T08:00:09+0000,"With a new movie and numerous other deals in the works, the star has come to realize Hollywood hasn’t given her her fair share. Now she’s fixing that.","With a new movie and numerous other deals in the works, the star has come to realize Hollywood hasn’t given her her fair share. Now she’s fixing that.","Jennifer Lopez on Her Power Bossness, ‘Second Act’ and A-Rod",Taking It Not So Easy With J. Lo Inc.,
2018-03-23T16:15:48+0000,"Mr. Huizenga built a business empire with the Blockbuster and AutoNation chains and owned three South Florida teams, the Marlins, Dolphins and Panthers.","Mr. Huizenga built a business empire with the Blockbuster and AutoNation chains and owned three South Florida teams, the Marlins, Dolphins and Panthers.","H. Wayne Huizenga, Owner of Teams and a Business Empire, Dies at 80","H. Wayne Huizenga, Owner of Teams And a Business Empire, Dies at 80",
2018-04-11T19:30:04+0000,"If his congressional testimony is any guide, Mark Zuckerberg won’t be the one who makes it happen.","If his congressional testimony is any guide, Mark Zuckerberg won’t be the one who makes it happen.",Can Facebook Develop a Conscience?,Can Facebook Develop a Conscience?,
2018-03-20T17:25:44+0000,"The latest from Ahmass Fakahany and Michael White, Sichuan near Columbia University, and more restaurant news.","The latest from Ahmass Fakahany and Michael White, Sichuan near Columbia University, and more restaurant news.","Mochi and Pastries by Day, Cocktails by Night in the West Village",,
2018-06-25T13:38:18+0000,"The New York Times is hiring people for The Weekly, a new weekly documentary series centered on stories that appear in The Times and the journalists who report them.","The New York Times is hiring people for The Weekly, a new weekly documentary series centered on stories that appear in The Times and the journalists who report them.",Staffing 'The Weekly',,
2018-07-30T10:52:36+0000,"Documents filed in the Manafort case allege that Mr. Friedman, an Italian media celebrity, helped lobbying efforts in the U.S. and Europe on behalf of Ukraine.","Documents filed in the Manafort case allege that Mr. Friedman, an Italian media celebrity, helped lobbying efforts in the U.S. and Europe on behalf of Ukraine.","How Alan Friedman, Italy’s Professional American, Put Paul Manafort in Jail",How Italy’s Professional American Helped Send Manafort to Jail,
2018-06-26T09:00:01+0000,"The first of the president’s three wives has said very little about her ex-husband since he took office. “But we speak,” she points out.","The first of the president’s three wives has said very little about her ex-husband since he took office. “But we speak,” she points out.","Ivana Trump, In and Out of the Spotlight",A Spotlight Still Shines on Ivana Trump,
2018-03-19T16:51:31+0000,"A woman in Tempe, Ariz., died after being hit by a self-driving car operated by Uber, in what is believed to be the first fatality of a pedestrian from an autonomous vehicle on public roads.","A woman in Tempe, Ariz., died after being hit by a self-driving car operated by Uber, in what is believed to be the first fatality of a pedestrian from an autonomous vehicle on public roads.","Self-Driving Uber Car Kills Pedestrian in Arizona, Where Robots Roam",Woman’s Death in Arizona Casts A Pall on Driverless Car Testing,
2018-04-08T01:43:50+0000,"Facing the loss of more than two dozen newsroom jobs, the beleaguered newspaper is printing an editorial blasting Alden Global Capital: “We call for action.”","Facing the loss of more than two dozen newsroom jobs, the beleaguered newspaper is printing an editorial blasting Alden Global Capital: “We call for action.”",Denver Post Rebels Against Its Hedge-Fund Ownership,"Denver Post, Gutted by Layoffs,  Prints a Rebuke of Its Owners",
2018-05-17T00:07:25+0000,"No matter who wins in the fight over the proposed reunion of CBS and Viacom, both companies will be profoundly affected and the media landscape will be transformed.","No matter who wins in the fight over the proposed reunion of CBS and Viacom, both companies will be profoundly affected and the media landscape will be transformed.","A Battle for Control of CBS, With Far-Reaching Consequences","A Fight for Control That Will Transform The Media Picture, No Matter Who Wins",
2018-06-20T09:00:01+0000,The subversive cadre of women over 60 prove that “old” is not what it used to be.,The subversive cadre of women over 60 prove that “old” is not what it used to be.,The Glamorous Grandmas of Instagram,Too Old?  You Mean Fabulous,
2018-03-13T14:24:11+0000,City officials are encouraging developers to salvage neglected structures and use them to woo tenants.,City officials are encouraging developers to salvage neglected structures and use them to woo tenants.,A Renewal for Phoenix’s Warehouse District: Polished but Gritty,A Phoenix District Gets Some Polish but Keeps Its Grit,
2018-07-03T22:49:44+0000,Civic coalitions are succeeding at revitalizing old towns where governmental efforts have failed.,Civic coalitions are succeeding at revitalizing old towns where governmental efforts have failed.,Where American Politics Can Still Work: From the Bottom Up,Where American Politics Can Still Work: From the Bottom Up,
2018-03-11T16:00:01+0000,Advocates say legalizing marijuana would address inequities in incarceration rates. But the state’s senior black senator says shops will harm minority communities.,Advocates say legalizing marijuana would address inequities in incarceration rates. But the state’s senior black senator says shops will harm minority communities.,"Racial Justice Drives Fight for, and Against, Legal Pot in New Jersey","Social Justice Drives Fight for, and Against, Legal Marijuana in New Jersey",
